"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","194838","","","","0"
"2008","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","196418","","","","0"
"2009","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","198786","","","","0"
"2010","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","201680","","","","0"
"2011","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","204653","","","","0"
"2012","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","206677","","","","0"
"2013","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","208523","","","","0"
"2014","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","209930","","","","0"
"2015","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","210873","","","","0"
"2016","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","213344","","","","0"
"2017","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","215386","","","","0"
"2018","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","218126","","","","0"
"2019","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","221325","","","","0"
"2020","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","224456","","","","0"
"2021","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","227448","","","","0"
"2022","Sherbrooke (CMA), Quebec","2016S0503433","Both sexes","All ages","Persons","249","units","0","v1060782391","34.1.1","231055","","","","0"
"2001","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","143386","","","","0"
"2002","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","143127","","","","0"
"2003","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","143480","","","","0"
"2004","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","144012","","","","0"
"2005","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","144645","","","","0"
"2006","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","145685","","","","0"
"2007","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","147126","","","","0"
"2008","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","148502","","","","0"
"2009","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","150112","","","","0"
"2010","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","151903","","","","0"
"2011","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","153200","","","","0"
"2012","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","153902","","","","0"
"2013","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","154391","","","","0"
"2014","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","155188","","","","0"
"2015","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","155679","","","","0"
"2016","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","156813","","","","0"
"2017","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","158181","","","","0"
"2018","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","159170","","","","0"
"2019","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","160902","","","","0"
"2020","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","163374","","","","0"
"2021","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","165037","","","","0"
"2022","Trois-Rivières (CMA), Quebec","2016S0503442","Both sexes","All ages","Persons","249","units","0","v1060783381","37.1.1","167732","","","","0"
"2001","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3626699","","","","0"
"2002","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3663840","","","","0"
"2003","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3693579","","","","0"
"2004","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3725738","","","","0"
"2005","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3754003","","","","0"
"2006","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3787447","","","","0"
"2007","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3820627","","","","0"
"2008","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3859334","","","","0"
"2009","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3907597","","","","0"
"2010","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3953773","","","","0"
"2011","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","3994492","","","","0"
"2012","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4031655","","","","0"
"2013","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4066332","","","","0"
"2014","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4093501","","","","0"
"2015","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4109712","","","","0"
"2016","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4140425","","","","0"
"2017","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4193207","","","","0"
"2018","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4264846","","","","0"
"2019","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4334308","","","","0"
"2020","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4366487","","","","0"
"2021","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4340642","","","","0"
"2022","Montréal (CMA), Quebec","2016S0503462","Both sexes","All ages","Persons","249","units","0","v1060785691","44.1.1","4378796","","","","0"
"2001","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1127684","","","","0"
"2002","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1144036","","","","0"
"2003","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1159243","","","","0"
"2004","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1170640","","","","0"
"2005","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1181489","","","","0"
"2006","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1189979","","","","0"
"2007","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1205632","","","","0"
"2008","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1225487","","","","0"
"2009","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1246116","","","","0"
"2010","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1268687","","","","0"
"2011","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1288388","","","","0"
"2012","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1303562","","","","0"
"2013","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1315160","","","","0"
"2014","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1326612","","","","0"
"2015","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1337305","","","","0"
"2016","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1358100","","","","0"
"2017","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1384897","","","","0"
"2018","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1411032","","","","0"
"2019","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1438015","","","","0"
"2020","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1462582","","","","0"
"2021","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1474077","","","","0"
"2022","Ottawa - Gatineau (CMA), Ontario/Quebec","2016S0503505","Both sexes","All ages","Persons","249","units","0","v1060788331","52.1.1","1498610","","","","0"
"2001","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","854593","","","","0"
"2002","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","867412","","","","0"
"2003","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","877683","","","","0"
"2004","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","884435","","","","0"
"2005","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","891423","","","","0"
"2006","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","896678","","","","0"
"2007","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","907573","","","","0"
"2008","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","921850","","","","0"
"2009","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","936513","","","","0"
"2010","Ottawa - Gatineau (CMA), Ontario part, Ontario","2016S050535505","Both sexes","All ages","Persons","249","units","0","v1060788661","53.1.1","952773","","","","0"
